species.name,dataset,dataset.name,Sub.Activity,UID,Consequence.Score
Roughtail skate,eco_fish_skateroughtail_syn_m,skateroughtail,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sandpaper skate,eco_fish_skatesandpaper_phmasyn_m,skatesandpaper,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Dover sole ,eco_fish_soledover_syn_m,soledover,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Petrale sole ,eco_fish_solepetrale_syn_m,solepetrale,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rex Sole,eco_fish_solerex_syn_m,solerex,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rock sole ,eco_fish_solerock_phmasyn_m,solerock,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Green Sturgeon,eco_fish_sturgeon_ia_d,sturgeon,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Longspine Thornyhead,eco_fish_thornyheadlongspine_syn_m,thornyheadlongspine,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Shortspine Thornyhead,eco_fish_thornyheadshortspine_syn_m,thornyheadshortspine,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Soft corals,eco_inverts_alcyonacea_model_d,alcyonacea,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Black corals,eco_inverts_antipatharia_model_d,antipatharia,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Butter clams,eco_inverts_clambutter_records_d,clambutter,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Horse clam,eco_inverts_clamhorse_records_d,clamhorse,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Littleneck clam,eco_inverts_clamlittleneck_records_d,clamlittleneck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Razor clam,eco_inverts_clamrazor_ia_d,clamrazor,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Cockles,eco_inverts_cockle_records_d,cockle,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Corals,eco_inverts_coralhotspot_ccira,coral,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Corals,eco_inverts_coral_trawlsyn_d,coral,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Geoduck,eco_inverts_geoduck_records_d,geoduck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Giant pacific octopus,eco_inverts_octopusgiantpacific_records_d,octopusgiantpacific,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Olympia Oyster,eco_inverts_olympiaoyster_records_d,olympiaoyster,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Prawn ,eco_inverts_prawn_records_d,prawn,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Purple-hinged rock scallop,eco_inverts_purplerockscallop_records_d,purplerockscallop,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Scallops,eco_inverts_scallops_syn_d,scallops,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Hand or stony corals,eco_inverts_scleractinia_model_d,scleractinia,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sunflower sea star,eco_inverts_seastarsunflower_records_d,seastarsunflower,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Coonstripe/dock shrimp,eco_inverts_shrimpcoonstripe_records_d,shrimpcoonstripe,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Humpback shrimp ,eco_inverts_shrimphumpback_records_d,shrimphumpback,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sidestripe shrimp,eco_inverts_shrimpsidestripe_records_d,shrimpsidestripe,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Smooth pink shrimp,eco_inverts_shrimpsmoothpink_records_d,shrimpsmoothpink,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Spiny or northern pink shrimp,eco_inverts_shrimpspinypink_records_d,shrimpspinypink,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,Seafloorelectricalcommscables,hu_ot_underwaterinfrastructure_seafloorelectricalcommscables_d,Potential
Opal squid,eco_inverts_squidopal_records_d,squidopal,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Green Urchin,eco_inverts_urchingreen_records_d,urchingreen,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Red Urchin,eco_inverts_urchinred_records_d,urchinred,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Dall's Porpoise,eco_mammals_dallsporpoise_density_d,dallsporpoise,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Northern fur seal,eco_mammals_furseal_ia_d,furseal,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Harbour porpoise,eco_mammals_harbourporpoise_density_d,harbourporpoise,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Harbour seal,eco_mammals_harbourseal_haulouts_m,harbourseal,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Humpback Whale,eco_mammals_humpbackwhale_ch_d,humpbackwhale,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Humpback Whale,eco_mammals_humpbackwhale_density_d,humpbackwhale,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Minke whale,eco_mammals_minkewhale_density_d,minkewhale,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Northern Right Whale Dolphin,eco_mammals_northernrightwhaledolphin_density_d,northernrightwhaledolphin,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific white-sided dolphin,eco_mammals_pacificwhitesideddolphin_density_d,pacificwhitesideddolphin,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sea otter,eco_mammals_seaotter_ia_d,seaotter,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Sea otter,eco_mammals_seaotter_modeledhabitat_d,seaotter,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutswinter_m,stellersealion,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutsyearround_m,stellersealion,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Steller sea lion,eco_mammals_stellersealion_rookeries_m,stellersealion,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Bull Kelp,eco_plants_bullkelp_biobands_d,bullkelp,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Bull Kelp,eco_plants_bullkelp_polygons_d,bullkelp,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
General Kelp,eco_plants_generalkelp_polygons_d,generalkelp,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Giant Kelp,eco_plants_giantkelp_biobands_d,giantkelp,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Giant Kelp,eco_plants_giantkelp_polygons_d,giantkelp,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Ancient Murrelet,eco_birds_ancientmurrelet_colonies_d,ancientmurrelet,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Brandt's cormorant,eco_birds_brandtscormorant_colonies_d,brandtscormorant,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Cassin's Auklet,eco_birds_cassinsauklet_colonies_d,cassinsauklet,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Common Murre,eco_birds_commonmurre_colonies_d,commonmurre,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Brandt's cormorant,eco_birds_cormorant_density_m,cormorant,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Brandt's cormorant,eco_birds_cormorant_densitywinter_m,cormorant,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Goose/Swan,eco_birds_gooseswan_density_m,gooseswan,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Goose/Swan,eco_birds_gooseswan_densitywinter_m,gooseswan,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Great Blue Heron,eco_birds_heron_densitywinter_m,heron,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Great Blue Heron,eco_birds_heron_nestsforaging_m,heron,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Horned Puffin,eco_birds_hornedpuffin_colonies_d,hornedpuffin,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Loon/Grebe,eco_birds_loongrebe_density_d,loongrebe,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Loon/Grebe,eco_birds_loongrebe_densitywinter_d,loongrebe,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Marbled Murrelet,eco_birds_mamu_density_d,mamu,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Marbled Murrelet,eco_birds_mamu_densitywinter_d,mamu,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Murres/Large Alcids,eco_birds_murrelgalcid_density_d,murrelgalcid,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Murres/Large Alcids,eco_birds_murrelgalcid_densitywinter_d,murrelgalcid,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pelagic cormorant,eco_birds_pelagiccormorant_colonies_d,pelagiccormorant,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Storm Petrel,eco_birds_petrelphalarope_density_d,petrelphalarope,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Negligible
Pigeon Guillemot,eco_birds_pigeonguillemot_colonies_d,pigeonguillemot,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_density_m,pigeonguillemot,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Puffins,eco_birds_puffin_density_d,puffin,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Rhinoceros Auklet,eco_birds_rhinocerosauklet_colonies_d,rhinocerosauklet,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
"Duck, unspecified",eco_birds_seaduck_densitymoulting_d,seaduck,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
"Duck, unspecified",eco_birds_seaduck_densitystaging_d,seaduck,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
"Duck, unspecified",eco_birds_seaduck_densitywinter_d,seaduck,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
"Duck, unspecified",eco_birds_seaduck_keysites_d,seaduck,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Shearwaters and Fulmars,eco_birds_shearwaterfulmar_density_d,shearwaterfulmar,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Small Alcids,eco_birds_smallalcid_density_d,smallalcid,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Small Alcids,eco_birds_smallalcid_densitywinter_d,smallalcid,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Storm Petrel,eco_birds_stormpetrel_colonies_d,stormpetrel,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Negligible
Thick-billed Murre,eco_birds_thickbilledmurre_colonies_d,thickbilledmurre,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Tufted Puffin,eco_birds_tuftedpuffin_colonies_d,tuftedpuffin,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Eulachon,eco_fish_eulachon_summer_d,eulachon,gillnetsCom,hu_co_pelagicfishing_gillnetscom_d,Negligible
Pacific herring ,eco_fish_herring_ia_d,herring,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pacific herring ,eco_fish_herring_spawn_d,herring,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pacific salmon,eco_fish_salmon_biomass_d,salmon,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Chinook salmon,eco_fish_salmonchinook_diversity_d,salmonchinook,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Chum salmon,eco_fish_salmonchum_diversity_d,salmonchum,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Coho Salmon,eco_fish_salmoncoho_diversity_d,salmoncoho,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pink salmon (even),eco_fish_salmonpinkeven_diversity_d,salmonpinkeven,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pink salmon (odd),eco_fish_salmonpinkodd_diversity_d,salmonpinkodd,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Sockeye salmon,eco_fish_salmonsockeye_diversity_d,salmonsockeye,gillnetsComSALMON,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Pacific Sand Lance,eco_fish_sandlance_syn_m,sandlance,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Negligible
Green Sturgeon,eco_fish_sturgeon_ia_d,sturgeon,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Negligible
Blue Whale,eco_mammals_bluewhale_ia_d,bluewhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Fin whale,eco_mammals_finwhale_density_d,finwhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Fin whale,eco_mammals_finwhale_hsi_d,finwhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Harbour porpoise,eco_mammals_harbourporpoise_density_d,harbourporpoise,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Humpback Whale,eco_mammals_humpbackwhale_ch_d,humpbackwhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_density_d,humpbackwhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Minke whale,eco_mammals_minkewhale_density_d,minkewhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Northern Right Whale Dolphin,eco_mammals_northernrightwhaledolphin_density_d,northernrightwhaledolphin,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Higher Potential
Sea otter,eco_mammals_seaotter_ia_d,seaotter,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Sea otter,eco_mammals_seaotter_modeledhabitat_d,seaotter,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Sei whale,eco_mammals_seiwhale_ia_d,seiwhale,gillnetsComHERRING,hu_co_pelagicfishing_gillnetscom_d,Potential
Arrowtooth flounder,eco_fish_arrowtooth_phmasynsab_m,arrowtooth,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Spiny Dogfish,eco_fish_dogfish_phmasyn_m,dogfish,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Pacific Halibut ,eco_fish_halibut_phmasynsab_m,halibut,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Lingcod,eco_fish_lingcod_ccira_d,lingcod,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Pacific Cod ,eco_fish_pacificcod_phmasyn_m,pacificcod,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_ccira_d,rockfishbocaccio,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Bocaccio,eco_fish_rockfishbocaccio_phmasyn_m,rockfishbocaccio,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Canary Rockfish,eco_fish_rockfishcanary_ccira_d,rockfishcanary,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Canary Rockfish,eco_fish_rockfishcanary_phmasyn_m,rockfishcanary,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Tiger rockfish,eco_fish_rockfishtiger_phma_m,rockfishtiger,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Vermillion rockfish,eco_fish_rockfishvermilion_phma_m,rockfishvermilion,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_phmasyn_m,rockfishyelloweye,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Yellowtail rockfish,eco_fish_rockfishyellowtail_phmasyn_m,rockfishyellowtail,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Higher Potential
Big Skate ,eco_fish_skatebig_phmasyn_m,skatebig,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Dover sole ,eco_fish_soledover_syn_m,soledover,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Petrale sole ,eco_fish_solepetrale_syn_m,solepetrale,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Rex Sole,eco_fish_solerex_syn_m,solerex,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Rock sole ,eco_fish_solerock_phmasyn_m,solerock,HookandLineRec,hu_rf_demersalfishing_hookandlinerec_d,Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,IntertidalHandPickDigCom,hu_co_intertidalhandpickingdigging_intertidalhandpickdigcom_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,IntertidalHandPickDigCom,hu_co_intertidalhandpickingdigging_intertidalhandpickdigcom_d,Potential
Butter clams,eco_inverts_clambutter_records_d,clambutter,IntertidalHandPickDigCom,hu_co_intertidalhandpickingdigging_intertidalhandpickdigcom_d,Higher Potential
Littleneck clam,eco_inverts_clamlittleneck_records_d,clamlittleneck,IntertidalHandPickDigCom,hu_co_intertidalhandpickingdigging_intertidalhandpickdigcom_d,Higher Potential
Razor clam,eco_inverts_clamrazor_ia_d,clamrazor,IntertidalHandPickDigCom,hu_co_intertidalhandpickingdigging_intertidalhandpickdigcom_d,Higher Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Butter clams,eco_inverts_clambutter_records_d,clambutter,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Horse clam,eco_inverts_clamhorse_records_d,clamhorse,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Littleneck clam,eco_inverts_clamlittleneck_records_d,clamlittleneck,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Razor clam,eco_inverts_clamrazor_ia_d,clamrazor,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Cockles,eco_inverts_cockle_records_d,cockle,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Geoduck,eco_inverts_geoduck_records_d,geoduck,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Potential
Olympia Oyster,eco_inverts_olympiaoyster_records_d,olympiaoyster,IntertidalHandPickDigRec,hu_rf_intertidalhandpickingdigging_intertidalhandpickdigrec_d,Negligible
Estuaries,eco_areas_estuaries_polygons_d,estuaries,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Potential
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Potential
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,InvertTrapCom,hu_co_demersalfishing_inverttrapcom_d,Negligible
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,InvertTrapCom,hu_co_demersalfishing_inverttrapcom_d,Negligible
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Greenstriped rockfish,eco_fish_rockfishgreenstriped_phmasyn_m,rockfishgreenstriped,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_phma_m,rockfishtiger,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_phmasyn_m,rockfishyelloweye,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Soft corals,eco_inverts_alcyonacea_model_d,alcyonacea,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Black corals,eco_inverts_antipatharia_model_d,antipatharia,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Corals,eco_inverts_coral_trawlsyn_d,coral,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Corals,eco_inverts_coralhotspot_ccira,coral,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Giant pacific octopus,eco_inverts_octopusgiantpacific_records_d,octopusgiantpacific,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Potential
Giant pacific octopus,eco_inverts_octopusgiantpacific_records_d,octopusgiantpacific,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Prawn ,eco_inverts_prawn_records_d,prawn,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Hand or stony corals,eco_inverts_scleractinia_model_d,scleractinia,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Coonstripe/dock shrimp,eco_inverts_shrimpcoonstripe_records_d,shrimpcoonstripe,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Potential
Humpback shrimp ,eco_inverts_shrimphumpback_records_d,shrimphumpback,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
